[261.4, -18.1, 99.7, 89.66, 0.36, 135.7]
[260.6, 20.1, 100.7, 89.96, -0.43, 45.26]
[259.5, 18.3, 99.0, 90.12, 0.32, 59.5]
[259.7, 20.4, 101.0, 89.94, -0.06, 74.88]
[259.1, 19.5, 101.7, 90.0, 0.0, 89.91]
[259.1, 20.6, 100.2, 90.08, 0.01, 105.02]
[260.5, 20.8, 101.1, 89.56, 0.05, 119.88]
[261.3, 18.8, 99.6, 89.68, 0.16, 134.64]
[260.8, 60.1, 101.0, 90.02, -0.61, 45.26]
[259.9, 61.2, 101.9, 89.94, -0.25, 60.2]
[258.5, 58.9, 97.9, 90.42, 0.77, 74.79]
[259.6, 58.6, 101.8, 89.93, -0.05, 89.64]
[259.7, 60.5, 99.6, 89.91, -0.03, 105.11]
[260.5, 61.9, 102.2, 89.29, -0.03, 120.23]
[259.9, 58.6, 99.4, 90.16, -0.05, 134.47]
[261.3, 98.7, 101.2, 90.06, -0.43, 44.99]
[259.1, 99.1, 99.5, 90.04, 0.43, 59.67]
[259.1, 101.7, 99.2, 90.09, 0.24, 75.32]
[258.7, 97.9, 97.4, 90.66, 0.81, 89.82]
[260.1, 101.8, 103.7, 89.4, -0.37, 105.11]
[259.2, 98.7, 100.1, 90.17, 0.03, 119.79]
[259.4, 98.8, 96.7, 90.52, -0.06, 134.64]
[281.2, -98.0, 102.2, 89.78, -0.28, 45.61]
[280.4, -99.4, 98.4, 90.0, 0.0, 59.76]
[281.0, -99.6, 103.2, 89.4, -0.17, 75.05]
[280.4, -99.0, 101.4, 89.56, 0.02, 90.08]
[278.2, -101.2, 98.2, 90.56, -0.23, 104.58]
[281.2, -101.9, 101.6, 89.4, 0.51, 119.44]
[278.7, -100.4, 96.4, 90.56, -0.58, 127.7]
[282.1, -58.8, 103.1, 89.56, -0.86, 45.35]
[279.9, -60.4, 98.4, 90.06, 0.06, 59.58]
[281.1, -58.2, 101.9, 89.6, -0.2, 75.32]
[280.7, -60.8, 104.5, 89.12, -0.11, 89.82]
[280.7, -61.1, 102.0, 89.39, 0.12, 104.5]
[278.3, -61.3, 94.9, 90.82, -0.4, 119.44]
[281.1, -59.3, 102.0, 89.71, 0.42, 134.99]
[282.4, -17.9, 103.6, 89.59, -1.34, 45.35]
[279.4, -20.5, 101.8, 89.95, -0.07, 59.58]
[279.3, -21.6, 99.9, 89.93, -0.05, 74.53]
[280.1, -20.3, 100.1, 90.0, 0.0, 89.91]
[280.3, -19.9, 101.1, 89.64, 0.0, 104.85]
[279.8, -21.5, 100.0, 90.0, 0.08, 119.44]
[278.1, -22.2, 95.2, 90.81, -0.58, 134.55]
[281.9, 21.3, 103.6, 89.82, -1.21, 45.26]
[280.0, 22.1, 98.4, 90.07, 0.16, 60.29]
[280.2, 20.4, 104.5, 89.35, -0.72, 74.79]
[279.9, 18.7, 99.0, 90.22, 0.13, 89.56]
[279.7, 20.3, 100.2, 89.82, -0.03, 104.85]
[279.9, 21.0, 100.6, 89.74, 0.04, 120.23]
[279.3, 18.7, 99.4, 90.3, -0.08, 134.73]
